"","i","avg_r","age","sex","born"
"437","GA2646",0.00493535988819008,45,2,1
"438","GA2321",0.0114430468204053,52,2,0
"439","GA3108",0.0027078965758211,46,2,1
"440","GA999",0.00759958071278826,50,2,1
"441","GA226",0.0058088749126485,45,2,1
"442","GA2391",0.00235849056603774,49,2,1
"443","GA52",0.00541579315164221,55,2,1
"444","GA3565",0.008986285814116,50,2,1
"445","GA1624",0.00349406009783368,63,2,1
"446","GA2380",0.0024895178197065,63,2,1
"447","GA3628",0.00144129979035639,68,2,1
"448","GA1878",0.00901904262753319,58,2,1
"449","GA3033",0.0027078965758211,61,2,1
"450","GA804",0.0024895178197065,53,2,1
"451","GA1074",0.00345038434661076,57,2,1
"452","GA89",0.00327568134171908,61,2,1
"453","GA3447",0.00860412299091544,53,2,1
"454","GA3524",0.0117051013277428,61,2,1
"455","GA2825",0.00598357791754018,53,2,1
"456","GA3445",0.000960866526904263,61,2,1
"457","GA958",0.00648584905660377,77,2,1
"458","GA1844",0.00668238993710692,75,2,1
"459","GA583",0.00227113906359189,63,2,0
"460","GA2924",0.00611460517120894,85,2,1
"461","GA889",0.0058088749126485,72,2,0
"462","GA3333",0.0118579664570231,29,1,1
"463","GA1193",0.00556865828092243,28,1,1
"464","GA1504",0.00574336128581412,27,1,1
"465","GA3405",0.00419287211740042,28,1,1
"466","GA2410",0.00623471348707198,27,1,1
"467","GA2338",0.00209643605870021,29,1,1
"468","GA2504",0.00301362683438155,28,1,1
"469","GA1337",0.00541579315164221,29,1,1
"470","GA974",0.0075777428371768,29,1,1
"471","GA1751",0.00698812019566737,29,1,1
"472","GA2550",0.00637665967854647,27,1,1
"473","GA2140",0.00113556953179595,29,1,0
"474","GA2962",0.00361416841369672,27,1,1
"475","GA1321",0.00288259958071279,26,1,0
"476","GA219",0.00635482180293501,28,1,1
"477","GA2874",0.00174703004891684,28,1,1
"478","GA1182",0.00624563242487771,28,1,1
"479","GA1920",0.00955407058001398,28,1,1
"480","GA2651",0.00305730258560447,30,1,1
"481","GA337",0.00607092941998602,27,1,1
"482","GA2889",0.00556865828092243,29,1,1
"483","GA3270",0.00375611460517121,26,1,1
"484","GA2269",0.0109626135569532,29,1,1
"485","GA1532",0.00960866526904263,40,1,1
"486","GA3195",0.00218378756114605,37,1,0
"487","GA3600",0.00622379454926625,32,1,0
"488","GA3091",0.001659678546471,36,1,0
"489","GA1139",0.00334119496855346,30,1,1
"490","GA2933",0.00235849056603774,30,1,0
"491","GA1776",0.00537211740041929,40,1,0
"492","GA3567",0.00262054507337526,30,1,1
"493","GA2842",0.00873515024458421,40,1,1
"494","GA810",0.00157232704402516,35,1,1
"495","GA1854",0.00314465408805031,36,1,1
"496","GA423",0.00856044723969252,33,1,1
"497","GA2628",0.00838574423480084,37,1,1
"498","GA2238",0.00536119846261356,37,1,1
"499","GA1409",0.00244584206848358,37,1,1
"500","GA641",0.00358141160027952,34,1,1
"501","GA1868",0.00157232704402516,37,1,1
"502","GA1468",0.00349406009783368,36,1,1
"503","GA1788",0.00539395527603075,31,1,1
"504","GA1054",0.0076869322152341,34,1,1
"505","GA161",0.00340670859538784,32,1,1
"506","GA1136",0.00253319357092942,37,1,1
"507","GA826",0.00460779175401817,41,1,1
"508","GA1037",0.00253319357092942,38,1,1
"509","GA650",0.00987071977638015,36,1,1
"510","GA2508",0.00262054507337526,37,1,1
"511","GA1329",0.00792714884696017,40,1,1
"512","GA1753",0.00524109014675052,31,1,1
"513","GA1714",0.00511006289308176,30,1,1
"514","GA2895",0.000698812019566737,43,1,1
"515","GA771",0.00528476589797345,30,1,1
"516","GA2872",0.00431298043326345,39,1,1
"517","GA3443",0.000917190775681342,37,1,1
"518","GA2208",0.0125567784765898,31,2,1
"519","GA1110",0.007326607267645,21,2,0
"520","GA2295",0.00556865828092243,41,1,1
"521","GA1143",0.00349406009783368,36,1,1
"522","GA143",0.00550314465408805,40,1,1
"523","GA2357",0.00554682040531097,35,1,0
"524","GA729",0.00345038434661076,40,1,1
"525","GA979",0.00314465408805031,32,1,1
"526","GA94",0.00139762403913347,38,1,1
"527","GA1390",0.00576519916142558,41,1,1
"528","GA2292",0.00294811320754717,32,1,1
"529","GA1972",0.00393081761006289,41,1,1
"530","GA3128",0.00211827393431167,40,1,1
"531","GA3569",0.00200908455625437,30,1,1
"532","GA1473",0.00192173305380853,33,1,1
"533","GA2137",0.00644217330538085,36,1,1
"534","GA3009",0.00218378756114605,38,1,1
"535","GA888",0.0043675751222921,36,1,1
"536","GA3607",0.00764325646401118,33,1,1
"537","GA2402",0.00543763102725367,35,1,1
"538","GA3549",0.00305730258560447,41,1,1
"539","GA70",0.00292627533193571,35,1,1
"540","GA3618",0.00550314465408805,39,1,1
"541","GA2368",0.0151991614255765,39,1,1
"542","GA104",0.00456411600279525,30,1,1
"543","GA2056",0.00738120195667365,44,1,1
"544","GA180",0.01659678546471,49,1,1
"545","GA128",0.00550314465408805,47,1,1
"546","GA324",0.00551406359189378,53,1,1
"547","GA1251",0.0027078965758211,45,1,1
"548","GA1590",0.00553590146750524,44,1,1
"549","GA1079",0.00174703004891684,48,1,1
"550","GA1835",0.0105695317959469,50,1,1
"551","GA694",0.00229297693920335,53,1,1
"552","GA1485",0.0172955974842767,50,1,1
"553","GA670",0.00358141160027952,51,1,1
"554","GA65",0.00554682040531097,48,1,1
"555","GA3457",0.00371243885394829,49,1,1
"556","GA1671",0.0043675751222921,49,1,1
"557","GA1365",0.00681341719077568,53,1,1
"558","GA3260",0.00244584206848358,45,1,1
"559","GA3543",0.0107442348008386,45,1,1
"560","GA2299",0.00822196016771488,48,1,1
"561","GA282",0.0179944095038435,61,1,1
"562","GA1790",0.00642033542976939,58,1,1
"563","GA2879",0.00399633123689727,56,1,1
"564","GA1315",0.00513190076869322,59,1,1
"565","GA2132",0.00711914744933613,58,1,1
"566","GA1913",0.0162473794549266,60,1,1
"567","GA1078",0.0123165618448637,56,1,1
"568","GA2133",0.00703179594689029,59,1,1
"569","GA2923",0.00279524807826695,55,1,1
"570","GA1323",0.00209643605870021,56,1,1
"571","GA2273",0.00611460517120894,62,1,1
"572","GA2415",0.00305730258560447,60,1,1
"573","GA2819",0.00445492662473795,56,1,1
"574","GA3594",0.00532844164919637,63,1,1
"575","GA2449",0.00659503843466108,57,1,1
"576","GA2886",0.00432389937106918,60,1,1
"577","GA220",0.004979035639413,62,1,1
"578","GA2010",0.01076607267645,50,1,1
"579","GA2151",0.00637665967854647,60,1,1
"580","GA2442",0.00541579315164221,64,1,1
"581","GA1461",0.0110062893081761,75,1,1
"582","GA215",0.0010482180293501,71,1,1
"583","GA2542",0.00235849056603774,71,1,1
"584","GA411",0.00615828092243187,70,1,1
"585","GA2983",0.0179944095038435,70,1,1
"586","GA3266",0.00279524807826695,70,1,1
"587","GA1942",0.00980520614954577,65,1,1
"588","GA3406",0.00310097833682739,71,1,1
"589","GA1263",0.00650768693221523,71,1,1
"590","GA1925",0.0123820754716981,21,1,0
"591","GA375",0.00583071278825996,19,1,0
"592","GA681",0.00340670859538784,19,1,0
"593","GA975",0.00375611460517121,43,1,1
"594","GA1416",0.00279524807826695,42,1,1
"595","GA3487",0.000873515024458421,20,2,0
"596","GA1813",0.00698812019566737,59,1,1
"597","GA906",0.00358141160027952,36,1,1
"598","GA3115",0.00607092941998602,51,2,1
"599","GA2533",0.00235849056603774,34,2,1
"600","GA2952",0.00209643605870021,37,2,0
"601","GA439",0.00351589797344514,32,1,1
"602","GA3371",0.00635482180293501,31,2,1
"603","GA1770",0.00454227812718379,60,1,1
"604","GA2556",0.0086259608665269,48,2,1
"605","GA1426",0.00811277078965758,40,2,1
"606","GA1818",0.0124039133473096,44,1,1
"607","GA283",0.0129280223619846,37,1,1
"608","GA3442",0.00711914744933613,46,1,1
"609","GA714",0.0062783892382949,38,1,1
"610","GA416",0.00642033542976939,56,1,1
"611","GA76",0.00443308874912648,27,1,1
